X [s],Quattro sensor 9: EMG.A 9 [V],X [s],Quattro sensor 9: EMG.B 9 [V],X [s],Quattro sensor 9: EMG.C 9 [V],X [s],Quattro sensor 9: EMG.D 9 [V],X [s],Quattro sensor 9: ACC.X 9 [g],X [s],Quattro sensor 9: ACC.Y 9 [g],X [s],Quattro sensor 9: ACC.Z 9 [g],X [s],Quattro sensor 9: GYRO.X 9 [�/,X [s],Quattro sensor 9: GYRO.Y 9 [�/,X [s],Quattro sensor 9: GYRO.Z 9 [�/
3.340730769,-0.000157275,3.340730769,-0.000134783,3.340730769,-0.000223743,3.340730769,0.000463767,21.71475,0.21875,21.71475,-0.90625,21.71475,0.34375,21.71475,8.79389286,21.71475,8.305343628,21.71475,-0.97709924
3.341769231,-0.000197559,3.341769231,-0.000147875,3.341769231,-0.000137636,3.341769231,0.000524865,21.7215,0.203125,21.7215,-0.90625,21.7215,0.109375,21.7215,6.8396945,21.7215,7.816793919,21.7215,-4.39694643
3.342807692,-0.000228443,3.342807692,-0.000177752,3.342807692,-6.33E-05,3.342807692,0.000597375,21.72825,0.3125,21.72825,-0.9375,21.72825,0.125,21.72825,7.328244209,21.72825,6.351145267,21.72825,-7.328244209
3.343846154,-0.000253956,3.343846154,-0.000204273,3.343846154,1.17E-06,3.343846154,0.000637324,21.735,0.265625,21.735,-0.953125,21.735,0.25,21.735,6.8396945,21.735,7.816793919,21.735,-3.41984725
3.344884615,-0.000260334,3.344884615,-0.000219043,3.344884615,5.02E-05,3.344884615,0.000617517,21.74175,0.21875,21.74175,-0.921875,21.74175,0.28125,21.74175,7.816793919,21.74175,6.8396945,21.74175,-4.88549614
3.345923077,-0.000255634,3.345923077,-0.000183459,3.345923077,9.35E-05,3.345923077,0.000611475,21.7485,0.25,21.7485,-0.828125,21.7485,0.34375,21.7485,9.282443047,21.7485,5.374045849,21.7485,-6.351145267
3.346961538,-0.000247242,3.346961538,-0.000135119,3.346961538,0.000142504,3.346961538,0.000604761,21.75525,0.234375,21.75525,-0.890625,21.75525,0.328125,21.75525,6.8396945,21.75525,6.8396945,21.75525,-5.374045849
3.348,-0.000224582,3.348,-0.000122362,3.348,0.000185809,3.348,0.000571862,21.762,0.25,21.762,-0.921875,21.762,0.234375,21.762,5.862595558,21.762,6.351145267,21.762,-5.862595558
3.349038462,-0.000208972,3.349038462,-0.000123705,3.349038462,0.000233478,3.349038462,0.000543664,21.76875,0.34375,21.76875,-0.984375,21.76875,0.390625,21.76875,9.770992279,21.76875,6.351145267,21.76875,-3.908396959
3.350076923,-0.000209644,3.350076923,-0.000130419,3.350076923,0.000270741,3.350076923,0.000502708,21.7755,0.21875,21.7755,-0.890625,21.7755,0.390625,21.7755,8.305343628,21.7755,7.816793919,21.7755,-3.41984725
3.351115385,-0.00022475,3.351115385,-0.000127733,3.351115385,0.000293233,3.351115385,0.000469474,21.78225,0.21875,21.78225,-0.953125,21.78225,0.109375,21.78225,5.862595558,21.78225,6.8396945,21.78225,-7.328244209
3.352153846,-0.000226093,3.352153846,-9.79E-05,3.352153846,0.000314717,3.352153846,0.000466117,21.789,0.359375,21.789,-0.984375,21.789,0.140625,21.789,6.8396945,21.789,6.8396945,21.789,-5.862595558
3.353192308,-0.000218372,3.353192308,-6.28E-05,3.353192308,0.000330495,3.353192308,0.000487938,21.79575,0.234375,21.79575,-1,21.79575,0.21875,21.79575,5.862595558,21.79575,8.79389286,21.79575,-3.908396959
3.354230769,-0.000208637,3.354230769,-5.66E-05,3.354230769,0.000338048,3.354230769,0.000453025,21.8025,0.171875,21.8025,-0.96875,21.8025,0.21875,21.8025,5.862595558,21.8025,6.8396945,21.8025,-5.862595558
3.355269231,-0.000209979,3.355269231,-8.24E-05,3.355269231,0.000345602,3.355269231,0.000224079,21.80925,0.21875,21.80925,-0.875,21.80925,0.3125,21.80925,8.305343628,21.80925,4.39694643,21.80925,-9.770992279
3.356307692,-0.000214008,3.356307692,-8.73E-05,3.356307692,0.000344595,3.356307692,0.000229953,21.816,0.140625,21.816,-0.921875,21.816,0.265625,21.816,5.862595558,21.816,5.862595558,21.816,-9.282443047
3.357346154,-0.000199573,3.357346154,-4.20E-05,3.357346154,0.000340063,3.357346154,0.000464439,21.82275,0.234375,21.82275,-0.9375,21.82275,0.203125,21.82275,5.374045849,21.82275,3.908396959,21.82275,-12.70229053
3.358384615,-0.000196216,3.358384615,-2.10E-05,3.358384615,0.000341237,3.358384615,0.000154086,21.8295,0.3125,21.8295,-0.828125,21.8295,0.328125,21.8295,7.816793919,21.8295,2.931297779,21.8295,-12.70229053
3.359423077,-0.000180102,3.359423077,-3.17E-05,3.359423077,0.000342748,3.359423077,0.000131426,21.83625,0.21875,21.83625,-0.859375,21.83625,0.3125,21.83625,7.328244209,21.83625,5.374045849,21.83625,-9.770992279
3.360461538,-0.000141161,3.360461538,-5.25E-05,3.360461538,0.000340902,3.360461538,0.000245228,21.843,0.296875,21.843,-0.9375,21.843,0.1875,21.843,5.862595558,21.843,4.88549614,21.843,-10.25954151
3.3615,-9.85E-05,3.3615,-7.07E-05,3.3615,0.000351644,3.3615,3.93E-05,21.84975,0.375,21.84975,-0.859375,21.84975,0.171875,21.84975,6.8396945,21.84975,4.88549614,21.84975,-9.282443047
3.362538462,-7.34E-05,3.362538462,-2.75E-05,3.362538462,0.000365744,3.362538462,-0.000132433,21.8565,0.34375,21.8565,-0.90625,21.8565,0.203125,21.8565,6.351145267,21.8565,8.305343628,21.8565,-5.374045849
3.363576923,-5.93E-05,3.363576923,1.70E-05,3.363576923,0.0003738,3.363576923,-0.000142168,21.86325,0.3125,21.86325,-0.9375,21.86325,0.21875,21.86325,7.328244209,21.86325,8.305343628,21.86325,-3.41984725
3.364615385,-1.83E-05,3.364615385,6.95E-05,3.364615385,0.000361379,3.364615385,-5.29E-05,21.87,0.3125,21.87,-0.875,21.87,0.34375,21.87,8.305343628,21.87,9.282443047,21.87,-0.48854962
3.365653846,2.10E-05,3.365653846,7.49E-05,3.365653846,0.00033872,3.365653846,2.58E-05,21.87675,0.21875,21.87675,-0.9375,21.87675,0.265625,21.87675,6.8396945,21.87675,10.25954151,21.87675,-1.95419848
3.366692308,2.10E-05,3.366692308,5.79E-05,3.366692308,0.000304311,3.366692308,8.56E-06,21.8835,0.3125,21.8835,-1,21.8835,0.171875,21.8835,7.816793919,21.8835,10.25954151,21.8835,-2.44274807
3.367730769,-1.86E-05,3.367730769,9.50E-05,3.367730769,0.000270909,3.367730769,-4.20E-06,21.89025,0.296875,21.89025,-0.921875,21.89025,0.328125,21.89025,10.25954151,21.89025,9.770992279,21.89025,1.46564889
3.368769231,-6.13E-05,3.368769231,3.05E-05,3.368769231,0.000228779,3.368769231,-4.88E-05,21.897,0.1875,21.897,-0.921875,21.897,0.3125,21.897,9.770992279,21.897,9.770992279,21.897,0
3.369807692,-8.31E-05,3.369807692,-9.05E-05,3.369807692,0.00018883,3.369807692,-0.000100542,21.90375,0.234375,21.90375,-0.984375,21.90375,0.1875,21.90375,8.79389286,21.90375,9.770992279,21.90375,-1.46564889
3.370846154,-8.01E-05,3.370846154,-9.30E-05,3.370846154,0.000151568,3.370846154,-8.61E-05,21.9105,0.28125,21.9105,-0.90625,21.9105,0.1875,21.9105,10.25954151,21.9105,7.816793919,21.9105,-3.41984725
3.371884615,-3.61E-05,3.371884615,-1.12E-05,3.371884615,0.000117662,3.371884615,1.17E-05,21.91725,0.21875,21.91725,-0.9375,21.91725,0.21875,21.91725,10.25954151,21.91725,9.282443047,21.91725,-2.44274807
3.372923077,-5.54E-06,3.372923077,2.33E-05,3.372923077,8.17E-05,3.372923077,2.65E-05,21.924,0.265625,21.924,-0.984375,21.924,0.328125,21.924,11.72519112,21.924,7.816793919,21.924,-3.41984725
3.373961538,-1.63E-05,3.373961538,2.13E-05,3.373961538,6.26E-05,3.373961538,-1.73E-05,21.93075,0.25,21.93075,-0.828125,21.93075,0.328125,21.93075,14.16793919,21.93075,7.816793919,21.93075,-1.46564889
3.375,-1.83E-05,3.375,-4.20E-06,3.375,3.61E-05,3.375,-4.90E-05,21.9375,0.265625,21.9375,-0.9375,21.9375,0.1875,21.9375,12.21374035,21.9375,9.282443047,21.9375,-3.908396959
3.376038462,-3.05E-05,3.376038462,-2.85E-06,3.376038462,1.66E-05,3.376038462,-3.91E-05,21.94425,0.359375,21.94425,-1,21.94425,0.296875,21.94425,13.19083977,21.94425,10.25954151,21.94425,-2.931297779
3.377076923,-3.88E-05,3.377076923,1.04E-05,3.377076923,1.11E-05,3.377076923,-4.31E-05,21.951,0.28125,21.951,-0.84375,21.951,0.375,21.951,16.61068726,21.951,11.72519112,21.951,1.95419848
3.378115385,-5.74E-05,3.378115385,1.39E-05,3.378115385,4.53E-06,3.378115385,-6.40E-05,21.95775,0.28125,21.95775,-0.953125,21.95775,0.21875,21.95775,15.63358784,21.95775,13.679389,21.95775,2.44274807
3.379153846,-7.67E-05,3.379153846,1.80E-05,3.379153846,3.52E-06,3.379153846,-6.06E-05,21.9645,0.328125,21.9645,-1.015625,21.9645,0.1875,21.9645,16.12213707,21.9645,14.16793919,21.9645,1.95419848
3.380192308,-8.63E-05,3.380192308,6.88E-06,3.380192308,-8.56E-06,3.380192308,-6.26E-05,21.97125,0.359375,21.97125,-0.921875,21.97125,0.234375,21.97125,18.56488609,21.97125,15.63358784,21.97125,5.374045849
3.381230769,-8.71E-05,3.381230769,-3.07E-05,3.381230769,-3.64E-05,3.381230769,-5.32E-05,21.978,0.28125,21.978,-1.015625,21.978,0.25,21.978,19.54198456,21.978,16.61068726,21.978,6.351145267
3.382269231,-6.73E-05,3.382269231,8.39E-07,3.382269231,-6.33E-05,3.382269231,-4.25E-05,21.98475,0.28125,21.98475,-1,21.98475,0.3125,21.98475,21.4961834,21.98475,16.61068726,21.98475,6.8396945
3.383307692,-1.93E-05,3.383307692,4.18E-05,3.383307692,-8.14E-05,3.383307692,-2.40E-05,21.9915,0.21875,21.9915,-0.953125,21.9915,0.28125,21.9915,21.98473358,21.9915,16.61068726,21.9915,6.351145267
3.384346154,3.07E-05,3.384346154,1.26E-05,3.384346154,-8.51E-05,3.384346154,7.77E-05,21.99825,0.25,21.99825,-1,21.99825,0.25,21.99825,22.96183205,21.99825,14.65648842,21.99825,3.908396959
3.385384615,7.84E-05,3.385384615,6.55E-06,3.385384615,-9.62E-05,3.385384615,-3.71E-05,22.005,0.25,22.005,-1.046875,22.005,0.3125,22.005,25.40458107,22.005,14.65648842,22.005,4.39694643
3.386423077,7.28E-05,3.386423077,3.86E-06,3.386423077,-0.000104906,3.386423077,-8.41E-05,22.01175,0.21875,22.01175,-0.9375,22.01175,0.359375,22.01175,26.87022972,22.01175,14.65648842,22.01175,4.88549614
3.387461538,4.55E-05,3.387461538,-2.43E-05,3.387461538,-0.000110277,3.387461538,-0.000132433,22.0185,0.1875,22.0185,-0.921875,22.0185,0.25,22.0185,27.358778,22.0185,14.16793919,22.0185,5.374045849
3.3885,3.88E-05,3.3885,-5.27E-05,3.3885,-0.000106584,3.3885,-0.000229786,22.02525,0.203125,22.02525,-1.015625,22.02525,0.1875,22.02525,25.40458107,22.02525,13.19083977,22.02525,2.931297779
3.389538462,2.48E-05,3.389538462,-5.05E-05,3.389538462,-0.000109941,3.389538462,-8.07E-05,22.032,0.296875,22.032,-0.953125,22.032,0.203125,22.032,26.38167953,22.032,10.7480917,22.032,5.374045849
3.390576923,1.70E-05,3.390576923,-2.77E-05,3.390576923,-0.000112627,3.390576923,6.48E-05,22.03875,0.265625,22.03875,-0.921875,22.03875,0.28125,22.03875,25.40458107,22.03875,11.23664093,22.03875,7.328244209
3.391615385,-2.85E-06,3.391615385,-4.20E-05,3.391615385,-0.000107927,3.391615385,2.20E-05,22.0455,0.28125,22.0455,-0.953125,22.0455,0.390625,22.0455,24.4274807,22.0455,10.7480917,22.0455,7.328244209
3.392653846,-3.17E-05,3.392653846,-5.42E-05,3.392653846,-0.000107256,3.392653846,-5.74E-05,22.05225,0.265625,22.05225,-0.96875,22.05225,0.3125,22.05225,21.00763321,22.05225,12.21374035,22.05225,5.862595558
3.393692308,-5.54E-05,3.393692308,-3.31E-05,3.393692308,-0.000113298,3.393692308,-5.19E-05,22.059,0.390625,22.059,-0.953125,22.059,0.21875,22.059,21.00763321,22.059,11.72519112,22.059,8.305343628
3.394730769,-4.58E-05,3.394730769,-1.76E-05,3.394730769,-0.000111955,3.394730769,-2.06E-05,22.06575,0.453125,22.06575,-1,22.06575,0.390625,22.06575,21.98473358,22.06575,16.61068726,22.06575,12.21374035
3.395769231,-2.23E-05,3.395769231,-2.85E-06,3.395769231,-0.00010927,3.395769231,-1.68E-06,22.0725,0.421875,22.0725,-0.921875,22.0725,0.390625,22.0725,21.98473358,22.0725,22.47328186,22.0725,16.61068726
3.396807692,-2.00E-05,3.396807692,1.19E-05,3.396807692,-0.000106416,3.396807692,-0.000104906,22.07925,0.359375,22.07925,-0.96875,22.07925,0.34375,22.07925,20.03053474,22.07925,25.40458107,22.07925,18.56488609
3.397846154,-3.71E-05,3.397846154,-2.70E-05,3.397846154,-9.42E-05,3.397846154,-9.52E-05,22.086,0.34375,22.086,-1.046875,22.086,0.28125,22.086,20.51908302,22.086,30.29007721,22.086,17.09923744
3.398884615,-7.40E-05,3.398884615,-7.80E-05,3.398884615,-8.38E-05,3.398884615,9.75E-05,22.09275,0.390625,22.09275,-1.0625,22.09275,0.296875,22.09275,26.38167953,22.09275,35.17557144,22.09275,23.45038223
3.399923077,-0.000112291,3.399923077,-9.08E-05,3.399923077,-8.16E-05,3.399923077,0.000174228,22.0995,0.265625,22.0995,-1.15625,22.0995,0.265625,22.0995,34.68702316,22.0995,38.59542084,22.0995,21.00763321
3.400961538,-0.000115648,3.400961538,-7.40E-05,3.400961538,-8.11E-05,3.400961538,-9.28E-05,22.10625,0.03125,22.10625,-1.078125,22.10625,0.421875,22.10625,42.99236679,22.10625,31.26717567,22.10625,16.61068726
3.402,-8.78E-05,3.402,-3.26E-05,3.402,-6.40E-05,3.402,7.55E-06,22.113,0.234375,22.113,-1.28125,22.113,0.453125,22.113,46.41221237,22.113,22.47328186,22.113,12.21374035
3.403038462,-8.56E-06,3.403038462,3.52E-05,3.403038462,-3.34E-05,3.403038462,8.17E-05,22.11975,0.578125,22.11975,-1.734375,22.11975,0.421875,22.11975,51.7862587,22.11975,19.05343437,22.11975,8.79389286
3.404076923,6.61E-05,3.404076923,6.95E-05,3.404076923,-2.17E-05,3.404076923,0.000132769,22.1265,0.765625,22.1265,-1.265625,22.1265,0.078125,22.1265,75.23664093,22.1265,18.07633591,22.1265,1.95419848
3.405115385,0.000104234,3.405115385,7.94E-05,3.405115385,-2.25E-05,3.405115385,-4.35E-05,22.13325,0.59375,22.13325,-1.375,22.13325,0.28125,22.13325,73.28244019,22.13325,31.26717567,22.13325,-11.72519112
3.406153846,0.00010457,3.406153846,7.84E-05,3.406153846,-1.24E-05,3.406153846,-8.61E-05,22.14,0.421875,22.14,-1.703125,22.14,0.375,22.14,78.16793823,22.14,38.59542084,22.14,-10.25954151
3.407192308,8.90E-05,3.407192308,0.000101549,3.407192308,4.20E-06,3.407192308,8.22E-06,22.14675,0.59375,22.14675,-1.609375,22.14675,0.40625,22.14675,93.31298065,22.14675,38.10686874,22.14675,-17.09923744
3.408230769,6.03E-05,3.408230769,0.000124376,3.408230769,1.12E-05,3.408230769,-6.13E-05,22.1535,0.46875,22.1535,-1.875,22.1535,0.734375,22.1535,99.66412354,22.1535,52.27481079,22.1535,-21.00763321
3.409269231,2.18E-05,3.409269231,0.000125048,3.409269231,1.29E-05,3.409269231,-0.000138811,22.16025,0.421875,22.16025,-2.078125,22.16025,0.765625,22.16025,119.6946564,22.16025,55.69465637,22.16025,-24.91603088
3.410307692,-1.80E-05,3.410307692,7.70E-05,3.410307692,2.47E-05,3.410307692,-4.40E-05,22.167,0.59375,22.167,-2.125,22.167,0.703125,22.167,141.1908417,22.167,58.62595367,22.167,-30.29007721
3.411346154,-2.97E-05,3.411346154,7.44E-05,3.411346154,2.23E-05,3.411346154,0.000100542,22.17375,0.578125,22.17375,-2.265625,22.17375,0.453125,22.17375,158.2900696,22.17375,69.37404633,22.17375,-35.17557144
3.412384615,-9.23E-06,3.412384615,7.80E-05,3.412384615,1.88E-05,3.412384615,4.23E-05,22.1805,0.609375,22.1805,-2.359375,22.1805,0.296875,22.1805,177.8320618,22.1805,77.67938995,22.1805,-42.99236679
3.413423077,8.56E-06,3.413423077,6.29E-05,3.413423077,1.43E-05,3.413423077,-5.52E-05,22.18725,0.59375,22.18725,-2.359375,22.18725,0.078125,22.18725,199.3282471,22.18725,89.40457916,22.18725,-49.83206177
3.414461538,4.20E-06,3.414461538,1.76E-05,3.414461538,1.33E-05,3.414461538,-6.46E-05,22.194,0.5,22.194,-2.234375,22.194,0.171875,22.194,216.427475,22.194,98.68701935,22.194,-52.76335907
3.4155,-1.19E-05,3.4155,-6.23E-05,3.4155,8.22E-06,3.4155,1.81E-05,22.20075,0.359375,22.20075,-2.28125,22.20075,0.1875,22.20075,232.5496216,22.20075,100.1526718,22.20075,-59.11450195
3.416538462,-1.49E-05,3.416538462,-5.19E-05,3.416538462,5.20E-06,3.416538462,0.000144518,22.2075,0.4375,22.2075,-2.28125,22.2075,0.0625,22.2075,248.1832123,22.2075,105.5267181,22.2075,-69.8625946
3.417576923,-1.85E-05,3.417576923,-5.74E-05,3.417576923,9.90E-06,3.417576923,-5.39E-05,22.21425,0.5,22.21425,-2.140625,22.21425,0.03125,22.21425,249.6488495,22.21425,126.0457993,22.21425,-76.7022934
3.418615385,-3.99E-05,3.418615385,-6.71E-05,3.418615385,8.56E-06,3.418615385,-0.000185809,22.221,0.140625,22.221,-1.921875,22.221,-0.046875,22.221,249.6488495,22.221,136.3053436,22.221,-73.28244019
3.419653846,-3.64E-05,3.419653846,-4.68E-05,3.419653846,1.66E-05,3.419653846,1.83E-05,22.22775,-0.03125,22.22775,-1.859375,22.22775,-0.046875,22.22775,249.6488495,22.22775,143.6335907,22.22775,-50.32061005
3.420692308,-2.18E-05,3.420692308,-2.03E-05,3.420692308,2.94E-05,3.420692308,-4.33E-05,22.2345,-0.015625,22.2345,-1.71875,22.2345,0.046875,22.2345,249.6488495,22.2345,135.8167877,22.2345,-17.09923744
3.421730769,-1.16E-05,3.421730769,5.15E-05,3.421730769,3.37E-05,3.421730769,-5.32E-05,22.24125,0.140625,22.24125,-1.359375,22.24125,0.203125,22.24125,249.6488495,22.24125,120.1832047,22.24125,16.61068726
3.422769231,-2.18E-06,3.422769231,8.34E-05,3.422769231,3.12E-05,3.422769231,-7.02E-05,22.248,0.125,22.248,-0.96875,22.248,0.171875,22.248,246.2290039,22.248,89.89312744,22.248,50.32061005
3.423807692,-1.51E-06,3.423807692,2.92E-05,3.423807692,2.77E-05,3.423807692,-0.000111955,22.25475,0.8125,22.25475,-0.8125,22.25475,-0.046875,22.25475,229.6183167,22.25475,37.61832047,22.25475,70.35114288
3.424846154,-1.01E-05,3.424846154,-1.83E-05,3.424846154,2.53E-05,3.424846154,8.95E-05,22.2615,1.9375,22.2615,-0.578125,22.2615,-0.390625,22.2615,206.6564941,22.2615,28.33587837,22.2615,54.717556
3.425884615,-1.46E-05,3.425884615,-2.67E-05,3.425884615,2.08E-05,3.425884615,0.000337713,22.26825,1.875,22.26825,-0.359375,22.26825,-0.71875,22.26825,166.1068726,22.26825,88.4274826,22.26825,28.33587837
3.426923077,-2.23E-05,3.426923077,-3.17E-05,3.426923077,2.06E-05,3.426923077,0.000262684,22.275,0.953125,22.275,-0.640625,22.275,-0.765625,22.275,124.0916061,22.275,139.7251892,22.275,22.96183205
3.427961538,-6.21E-06,3.427961538,1.68E-07,3.427961538,2.43E-05,3.427961538,-0.000282826,22.28175,0.5625,22.28175,-0.703125,22.28175,-0.78125,22.28175,106.992363,22.28175,132.885498,22.28175,31.26717567
3.429,-9.23E-06,3.429,-1.09E-05,3.429,2.67E-05,3.429,-0.000162982,22.2885,0.640625,22.2885,-0.546875,22.2885,-0.875,22.2885,95.75572205,22.2885,107.9694672,22.2885,28.82442665
3.430038462,-2.57E-05,3.430038462,-4.36E-06,3.430038462,3.47E-05,3.430038462,-0.000106249,22.29525,1,22.29525,-0.234375,22.29525,-0.96875,22.29525,70.83969116,22.29525,113.8320618,22.29525,17.58778572
3.431076923,-2.23E-05,3.431076923,-2.50E-05,3.431076923,3.98E-05,3.431076923,-0.000168688,22.302,0.734375,22.302,-0.234375,22.302,-0.90625,22.302,43.96946716,22.302,125.0687027,22.302,6.351145267
3.432115385,-4.53E-06,3.432115385,-2.23E-05,3.432115385,3.83E-05,3.432115385,-0.000120348,22.30875,0.3125,22.30875,-0.328125,22.30875,-0.828125,22.30875,26.38167953,22.30875,116.7633591,22.30875,0.97709924
3.433153846,2.13E-05,3.433153846,-1.76E-05,3.433153846,4.15E-05,3.433153846,-7.80E-05,22.3155,0.09375,22.3155,-0.3125,22.3155,-0.765625,22.3155,13.679389,22.3155,92.82442474,22.3155,9.282443047
3.434192308,2.20E-05,3.434192308,-8.73E-06,3.434192308,4.52E-05,3.434192308,5.15E-05,22.32225,0.15625,22.32225,-0.359375,22.32225,-0.6875,22.32225,4.39694643,22.32225,70.83969116,22.32225,10.7480917
3.435230769,3.69E-06,3.435230769,-5.79E-05,3.435230769,2.13E-05,3.435230769,-1.26E-05,22.329,0.21875,22.329,-0.296875,22.329,-0.671875,22.329,0.97709924,22.329,62.53435135,22.329,8.305343628
3.436269231,-9.74E-06,3.436269231,-0.000121019,3.436269231,-7.55E-06,3.436269231,-2.84E-05,22.33575,0.15625,22.33575,-0.1875,22.33575,-0.671875,22.33575,-8.79389286,22.33575,47.38931274,22.33575,-0.97709924
3.437307692,-1.76E-05,3.437307692,-0.000105241,3.437307692,-2.10E-05,3.437307692,-6.88E-06,22.3425,0.140625,22.3425,-0.140625,22.3425,-0.671875,22.3425,-21.4961834,22.3425,29.31297684,22.3425,-6.351145267
3.438346154,-1.80E-05,3.438346154,-5.05E-05,3.438346154,-3.04E-05,3.438346154,-7.60E-05,22.34925,0.171875,22.34925,-0.140625,22.34925,-0.65625,22.34925,-35.17557144,22.34925,13.19083977,22.34925,-10.7480917
3.439384615,-2.43E-05,3.439384615,-4.55E-05,3.439384615,-4.52E-05,3.439384615,-0.000144183,22.356,0.1875,22.356,-0.171875,22.356,-0.65625,22.356,-48.36641312,22.356,0,22.356,-15.1450386
3.440423077,-1.16E-05,3.440423077,-9.62E-05,3.440423077,-6.13E-05,3.440423077,7.44E-05,22.36275,0.1875,22.36275,-0.171875,22.36275,-0.65625,22.36275,-61.0687027,22.36275,-12.70229053,22.36275,-21.00763321
3.441461538,5.04E-07,3.441461538,-0.000149554,3.441461538,-7.10E-05,3.441461538,7.23E-05,22.3695,0.203125,22.3695,-0.171875,22.3695,-0.640625,22.3695,-74.25954437,22.3695,-23.45038223,22.3695,-26.38167953
3.4425,-1.51E-06,3.4425,-0.000119677,3.4425,-7.80E-05,3.4425,-5.35E-05,22.37625,0.1875,22.37625,-0.21875,22.37625,-0.609375,22.37625,-87.93893433,22.37625,-31.75572586,22.37625,-30.77862549
3.443538462,-1.83E-05,3.443538462,-3.66E-05,3.443538462,-7.57E-05,3.443538462,-1.93E-05,22.383,0.1875,22.383,-0.25,22.383,-0.59375,22.383,-101.1297684,22.383,-39.08396912,22.383,-33.70992279
3.444576923,-3.26E-05,3.444576923,7.22E-06,3.444576923,-7.54E-05,3.444576923,1.09E-05,22.38975,0.1875,22.38975,-0.265625,22.38975,-0.578125,22.38975,-113.8320618,22.38975,-44.94656372,22.38975,-36.64122009
3.445615385,-1.78E-05,3.445615385,-1.85E-06,3.445615385,-7.70E-05,3.445615385,1.51E-06,22.3965,0.203125,22.3965,-0.328125,22.3965,-0.546875,22.3965,-126.5343475,22.3965,-49.83206177,22.3965,-39.08396912
3.446653846,-5.20E-06,3.446653846,-1.98E-05,3.446653846,-8.21E-05,3.446653846,7.70E-05,22.40325,0.21875,22.40325,-0.375,22.40325,-0.515625,22.40325,-138.7480927,22.40325,-52.76335907,22.40325,-40.54961777
3.447692308,-1.09E-05,3.447692308,-1.28E-05,3.447692308,-9.01E-05,3.447692308,0.000235492,22.41,0.25,22.41,-0.40625,22.41,-0.484375,22.41,-151.4503784,22.41,-52.76335907,22.41,-41.52671814
3.448730769,-2.27E-05,3.448730769,8.39E-07,3.448730769,-7.70E-05,3.448730769,-0.000117662,22.41675,0.234375,22.41675,-0.46875,22.41675,-0.4375,22.41675,-164.1526642,22.41675,-51.29771042,22.41675,-42.50381851
3.449769231,-1.63E-05,3.449769231,2.74E-05,3.449769231,-6.40E-05,3.449769231,-0.000121019,22.4235,0.21875,22.4235,-0.515625,22.4235,-0.390625,22.4235,-175.8778687,22.4235,-50.32061005,22.4235,-43.48091507
3.450807692,-1.76E-05,3.450807692,2.64E-05,3.450807692,-7.10E-05,3.450807692,-0.00012018,22.43025,0.21875,22.43025,-0.59375,22.43025,-0.34375,22.43025,-187.114502,22.43025,-49.83206177,22.43025,-43.96946716
3.451846154,-1.41E-05,3.451846154,5.20E-06,3.451846154,-7.67E-05,3.451846154,-7.84E-05,22.437,0.21875,22.437,-0.671875,22.437,-0.3125,22.437,-192.4885559,22.437,-48.8549614,22.437,-44.45801544
3.452884615,-9.90E-06,3.452884615,3.52E-06,3.452884615,-8.34E-05,3.452884615,-8.17E-05,22.44375,0.203125,22.44375,-0.765625,22.44375,-0.265625,22.44375,-202.2595367,22.44375,-47.87786102,22.44375,-45.92366409
3.453923077,-4.20E-06,3.453923077,1.17E-05,3.453923077,-8.63E-05,3.453923077,-2.13E-05,22.4505,0.171875,22.4505,-0.84375,22.4505,-0.203125,22.4505,-211.0534363,22.4505,-47.38931274,22.4505,-46.90076447
3.454961538,8.56E-06,3.454961538,-2.62E-05,3.454961538,-8.88E-05,3.454961538,3.04E-05,22.45725,0.140625,22.45725,-0.921875,22.45725,-0.140625,22.45725,-218.870224,22.45725,-47.38931274,22.45725,-47.38931274
3.456,1.01E-06,3.456,8.22E-06,3.456,-8.85E-05,3.456,2.30E-05,22.464,0.09375,22.464,-1.015625,22.464,-0.078125,22.464,-225.2213745,22.464,-48.8549614,22.464,-47.38931274
3.457038462,-1.90E-05,3.457038462,7.77E-05,3.457038462,-8.02E-05,3.457038462,5.35E-05,22.47075,0.0625,22.47075,-1.109375,22.47075,-0.03125,22.47075,-230.5954132,22.47075,-51.7862587,22.47075,-46.41221237
3.458076923,-2.53E-05,3.458076923,0.000126726,3.458076923,-7.54E-05,3.458076923,-3.04E-05,22.4775,0.03125,22.4775,-1.203125,22.4775,0.03125,22.4775,-234.015274,22.4775,-57.16030502,22.4775,-43.96946716
3.459115385,-1.53E-05,3.459115385,6.63E-05,3.459115385,-7.10E-05,3.459115385,-2.72E-05,22.48425,0.046875,22.48425,-1.28125,22.48425,0.078125,22.48425,-236.4580078,22.48425,-64,22.48425,-41.52671814
3.460153846,1.17E-06,3.460153846,-3.68E-05,3.460153846,-5.66E-05,3.460153846,-8.22E-06,22.491,0.0625,22.491,-1.359375,22.491,0.125,22.491,-237.9236603,22.491,-71.32824707,22.491,-39.08396912
3.461192308,3.96E-05,3.461192308,-3.78E-05,3.461192308,-3.61E-05,3.461192308,-3.52E-05,22.49775,0.0625,22.49775,-1.390625,22.49775,0.15625,22.49775,-237.9236603,22.49775,-79.6335907,22.49775,-37.12977219
3.462230769,4.88E-05,3.462230769,2.85E-06,3.462230769,-2.27E-05,3.462230769,2.33E-05,22.5045,0.109375,22.5045,-1.46875,22.5045,0.203125,22.5045,-237.4351196,22.5045,-89.40457916,22.5045,-35.17557144
