Model Outputs
250
,,MJR_V2:LAbsAnkleAngle,,,MJR_V2:LAnkleAngles,,,MJR_V2:LAnkleForce,,,MJR_V2:LAnkleMoment,,,MJR_V2:LAnklePower,,,MJR_V2:LFE,,,,,,,,,MJR_V2:LFO,,,,,,,,,MJR_V2:LFootProgressAngles,,,MJR_V2:LGroundReactionForce,,,MJR_V2:LGroundReactionMoment,,,MJR_V2:LHipAngles,,,MJR_V2:LHipForce,,,MJR_V2:LHipMoment,,,MJR_V2:LHipPower,,,MJR_V2:LKneeAngles,,,MJR_V2:LKneeForce,,,MJR_V2:LKneeMoment,,,MJR_V2:LKneePower,,,MJR_V2:LNormalisedGRF,,,MJR_V2:LPelvisAngles,,,MJR_V2:LTI,,,,,,,,,MJR_V2:LTO,,,,,,,,,MJR_V2:PEL,,,,,,,,,MJR_V2:RAbsAnkleAngle,,,MJR_V2:RAnkleAngles,,,MJR_V2:RAnkleForce,,,MJR_V2:RAnkleMoment,,,MJR_V2:RAnklePower,,,MJR_V2:RFE,,,,,,,,,MJR_V2:RFO,,,,,,,,,MJR_V2:RFootProgressAngles,,,MJR_V2:RGroundReactionForce,,,MJR_V2:RGroundReactionMoment,,,MJR_V2:RHipAngles,,,MJR_V2:RHipForce,,,MJR_V2:RHipMoment,,,MJR_V2:RHipPower,,,MJR_V2:RKneeAngles,,,MJR_V2:RKneeForce,,,MJR_V2:RKneeMoment,,,MJR_V2:RKneePower,,,MJR_V2:RNormalisedGRF,,,MJR_V2:RPelvisAngles,,,MJR_V2:RTI,,,,,,,,,MJR_V2:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
388,0,-8.72501,0,0,-10.0709,-5.37054,29.8333,-0.000199704,0.0747115,0.17071,-6.834,-1.78563e-15,-0.613612,0,0,-0.00544888,29.8448,-18.8764,109.412,246.853,269.505,809.671,354.485,354.485,354.485,49.3981,-37.666,110.878,245.839,186.026,329.367,244.497,244.497,244.497,-49.5816,22.2889,-17.8903,,,,,,,49.1545,-7.93897,-8.91177,-1.18247,-0.136206,-0.976092,329.975,105.618,-68.6584,0,0,-0.263009,59.379,-1.90544,-29.7798,0.357916,0.0131649,-0.765326,221.321,-39.0951,0.625167,0,0,1.15016,,,,19.0499,-5.24785,-9.73631,-22.7671,30.9497,138.098,307.439,75.7374,450.561,395.525,395.525,395.525,49.3981,-37.666,110.878,220.802,245.074,279.081,81.4992,81.4992,81.4992,-18.5157,12.7692,99.5069,409.748,124.232,1119.4,185.434,185.434,185.434,-15.024,0,0,-17.8733,-5.40497,32.3696,0.00237421,-0.0139692,-0.0221023,6.05682,4.63801e-16,2.48855,0,0,0.00995452,9.94405,-22.2334,81.0695,557.072,262.747,796.245,352.407,352.407,352.406,55.3106,-53.2274,69.9367,646.697,392.453,316.8,246.616,246.616,246.616,-71.1384,6.45714,-3.04565,,,,,,,37.9975,-11.1914,-17.1889,0.387246,-0.151715,0.302817,-42.3951,-11.2163,-4.99509,0,0,0.0045795,24.0402,-3.38672,-24.9381,0.00437629,0.00520792,0.130837,-13.6613,25.173,0.785608,0,0,-0.0392759,,,,19.0499,5.24785,9.73631,-8.27125,-6.4913,55.8243,623.268,233.43,389.89,394.754,394.754,394.754,55.3106,-53.2274,69.9367,651.065,470.135,290.262,82.2055,82.2055,82.2055
389,0,-8.85927,0,0,-10.276,-5.46132,30.3087,2.55146e-05,0.0861582,0.118777,-1.61523,0,3.51961,0,0,-0.0109477,29.7725,-18.8444,109.323,247.346,270.411,806.759,353.436,353.436,353.436,50.1211,-39.0617,110.492,244.037,198.126,324.396,244.497,244.497,244.497,-50.9273,22.1809,-17.7548,,,,,,,49.2433,-7.6541,-8.82773,-1.03651,-0.135845,-0.847352,331.02,118.653,-69.7392,0,0,-0.159162,57.9639,-1.73527,-29.9305,0.287625,0.071284,-0.672188,179.062,-8.97516,3.71329,0,0,0.929718,,,,19.2157,-5.11481,-9.90039,-21.6972,29.5727,138.562,305.291,84.9074,443.038,395.387,395.387,395.387,50.1211,-39.0617,110.492,219.185,258.384,275.474,81.4991,81.4991,81.4992,-18.5108,13.0431,99.6399,409.679,125.997,1115.42,185.434,185.434,185.434,-15.3837,0,0,-18.2994,-5.39919,32.3392,0.00523089,-0.00947855,-0.0176564,6.56764,-0,0.938573,0,0,0.0104735,9.69842,-22.2416,81.4729,557.397,263.726,791.965,352.104,352.104,352.104,55.1541,-52.9479,69.7667,647.054,393.826,312.188,246.616,246.616,246.616,-70.8872,6.71527,-3.11636,,,,,,,37.968,-11.4746,-16.84,0.450278,-0.155558,0.319166,-62.2126,-20.4823,-5.39143,0,0,-0.00105172,23.8239,-3.11113,-25.3515,0.0213503,0.0245653,0.131147,-12.0841,21.1807,-0.8126,0,0,-0.0342771,,,,19.2157,5.11481,9.90039,-8.17191,-6.54087,55.7663,623.49,235.168,386.026,394.274,394.274,394.274,55.1541,-52.9479,69.7667,651.523,471.385,285.311,82.2055,82.2055,82.2054
390,0,-9.02282,0,0,-10.5237,-5.56245,30.8329,0.000244464,0.0957129,0.0659209,3.71575,-2.96832e-15,7.53825,0,0,-0.0156106,29.6457,-18.7501,109.239,247.927,271.104,803.434,352.488,352.488,352.488,50.8307,-40.4835,110.093,242.132,210.281,319.204,244.497,244.497,244.497,-52.2832,22.0852,-17.601,,,,,,,49.2518,-7.39035,-8.75683,-0.883282,-0.131376,-0.704634,329.83,130.854,-70.1602,0,0,-0.0565102,56.4422,-1.5667,-30.1169,0.214232,0.128259,-0.56992,135.587,21.5147,6.60785,0,0,0.64671,,,,19.3741,-4.97872,-10.0421,-20.5712,28.1778,139.05,302.981,94.1564,435.215,395.222,395.222,395.222,50.8307,-40.4835,110.093,217.488,271.732,271.68,81.4992,81.4992,81.4992,-18.4985,13.3084,99.7502,409.679,127.833,1111.32,185.434,185.434,185.434,-15.7481,0,0,-18.7291,-5.39179,32.3004,0.00860426,-0.00504514,-0.0129938,7.17917,-2.319e-16,-0.60673,0,0,0.0110354,9.46591,-22.2364,81.8797,557.69,264.749,787.585,351.786,351.786,351.786,54.986,-52.6644,69.6062,647.419,395.169,307.412,246.616,246.616,246.616,-70.624,6.96728,-3.18587,,,,,,,37.9386,-11.7288,-16.4712,0.505697,-0.157671,0.324668,-80.6849,-28.3956,-5.8179,0,0,-0.00546897,23.6115,-2.85955,-25.7626,0.0386642,0.0426991,0.126966,-10.6458,17.2743,-2.4275,0,0,-0.0297439,,,,19.3741,4.97872,10.0421,-8.08208,-6.59082,55.7183,623.722,236.896,382.028,393.84,393.84,393.84,54.9859,-52.6644,69.6062,651.988,472.599,280.181,82.2055,82.2055,82.2055
391,0,-9.21957,0,0,-10.82,-5.67464,31.4077,0.0010407,0.103599,0.0134879,9.17743,-2.22624e-15,11.4754,0,0,-0.0189016,29.47,-18.5985,109.163,248.583,271.614,799.712,351.655,351.655,351.655,51.5169,-41.9209,109.694,240.133,222.432,313.815,244.497,244.497,244.497,-53.634,22.0128,-17.4309,,,,,,,49.1844,-7.14828,-8.70108,-0.726752,-0.1225,-0.553191,326.927,142.342,-70.1189,0,0,0.0415866,54.8289,-1.40295,-30.3457,0.140786,0.182998,-0.46182,91.8246,52.1921,9.32042,0,0,0.313999,,,,19.5232,-4.83945,-10.1628,-19.3968,26.7741,139.566,300.523,103.459,427.149,395.04,395.04,395.039,51.5169,-41.9209,109.694,215.719,285.045,267.709,81.4992,81.4991,81.4992,-18.4776,13.5639,99.8392,409.748,129.742,1107.12,185.434,185.434,185.434,-16.116,0,0,-19.1616,-5.38304,32.2544,0.0125038,-0.000502099,-0.00826325,7.88741,3.71041e-16,-2.13378,0,0,0.0116668,9.24908,-22.2172,82.2847,557.951,265.825,783.109,351.46,351.46,351.46,54.8079,-52.3755,69.458,647.786,396.489,302.468,246.616,246.616,246.616,-70.3489,7.21195,-3.25113,,,,,,,37.9085,-11.954,-16.0886,0.55387,-0.157009,0.319674,-97.7378,-35.364,-6.19749,0,0,-0.00953902,23.4047,-2.63536,-26.1646,0.0558237,0.0600098,0.11858,-9.50768,13.3573,-4.04611,0,0,-0.0256459,,,,19.5232,4.83945,10.1628,-8.00263,-6.64092,55.6824,623.968,238.618,377.892,393.46,393.46,393.46,54.8079,-52.3756,69.4579,652.448,473.782,274.868,82.2055,82.2055,82.2055
392,0,-9.4537,0,0,-11.1718,-5.79842,32.0337,0.00323598,0.109748,-0.037592,14.8049,-1.48416e-15,15.3238,0,0,-0.0200359,29.2513,-18.395,109.098,249.299,271.976,795.612,350.948,350.948,350.948,52.1688,-43.3639,109.308,238.052,234.518,308.251,244.497,244.497,244.497,-54.9639,21.9758,-17.2467,,,,,,,49.0461,-6.92808,-8.66199,-0.572981,-0.109544,-0.39843,323.558,152.882,-69.63,0,0,0.133581,53.14,-1.24656,-30.6226,0.0692052,0.234333,-0.351875,48.3522,82.8117,11.8163,0,0,-0.0550231,,,,19.6611,-4.69692,-10.2639,-18.1828,25.3699,140.115,297.931,112.79,418.898,394.848,394.848,394.848,52.1688,-43.3638,109.308,213.889,298.249,263.567,81.4991,81.4992,81.4992,-18.4467,13.8081,99.9087,409.89,131.72,1102.83,185.434,185.434,185.434,-16.4866,0,0,-19.5959,-5.37328,32.2031,0.0168914,0.00377471,-0.00347449,8.67691,5.56561e-16,-3.56028,0,0,0.012407,9.05011,-22.1837,82.6825,558.18,266.964,778.536,351.134,351.134,351.134,54.6217,-52.0797,69.3248,648.147,397.79,297.351,246.616,246.616,246.616,-70.0614,7.44836,-3.30899,,,,,,,37.8769,-12.1506,-15.6987,0.594457,-0.154295,0.305067,-113.283,-41.0274,-6.52739,0,0,-0.0131951,23.2053,-2.4413,-26.5508,0.0728872,0.0759845,0.106508,-8.64926,9.61641,-5.58927,0,0,-0.0220965,,,,19.6611,4.69692,10.2639,-7.9344,-6.69091,55.6604,624.227,240.337,373.613,393.137,393.137,393.137,54.6217,-52.0797,69.3248,652.892,474.939,269.365,82.2055,82.2055,82.2055
393,0,-9.72988,0,0,-11.587,-5.93413,32.7102,0.00721777,0.114603,-0.0862371,20.5677,5.93665e-15,19.1297,0,0,-0.0184023,28.9962,-18.1455,109.045,250.061,272.22,791.159,350.376,350.376,350.377,52.7748,-44.8029,108.952,235.904,246.482,302.53,244.497,244.497,244.497,-56.2569,21.9871,-17.0508,,,,,,,48.8427,-6.72968,-8.64029,-0.423975,-0.0923992,-0.245976,319.742,162.652,-68.8588,0,0,0.21792,51.392,-1.09921,-30.9521,0.00235985,0.281381,-0.242981,6.06897,113.204,14.1213,0,0,-0.443741,,,,19.7863,-4.55127,-10.347,-16.9382,23.9731,140.702,295.221,122.118,410.517,394.653,394.653,394.653,52.7748,-44.8029,108.952,212.007,311.272,259.249,81.4992,81.4991,81.4991,-18.4046,14.0397,99.9603,410.104,133.765,1098.44,185.434,185.434,185.434,-16.8592,0,0,-20.0318,-5.36287,32.1483,0.0214822,0.00783504,0.00101134,9.49591,-0,-4.85508,0,0,0.0132215,8.87083,-22.1361,83.0681,558.378,268.172,773.866,350.815,350.815,350.815,54.4287,-51.7749,69.2089,648.495,399.076,292.055,246.616,246.616,246.616,-69.7613,7.67603,-3.35636,,,,,,,37.8429,-12.3191,-15.3078,0.627929,-0.149094,0.282403,-127.215,-45.6387,-6.73969,0,0,-0.0170026,23.0151,-2.27948,-26.9146,0.0891782,0.0906824,0.0918456,-8.24779,6.07252,-7.01576,0,0,-0.0191156,,,,19.7863,4.55127,10.347,-7.87805,-6.7405,55.6535,624.503,242.058,369.187,392.877,392.877,392.877,54.4287,-51.7749,69.2089,653.308,476.074,263.666,82.2055,82.2055,82.2055
394,0,-10.0532,0,0,-12.0743,-6.08191,33.4353,0.0133797,0.118405,-0.131604,26.4263,0,22.8996,0,0,-0.0132427,28.7116,-17.8562,109.006,250.854,272.38,786.376,349.945,349.945,349.945,53.3226,-46.2291,108.641,233.704,258.263,296.66,244.497,244.497,244.497,-57.4964,22.0605,-16.8461,,,,,,,48.5805,-6.55269,-8.63648,-0.283792,-0.071491,-0.100861,316.185,171.738,-67.9144,0,0,0.294287,49.6024,-0.96213,-31.3378,-0.0579867,0.323993,-0.138482,-34.3895,143.246,16.2207,0,0,-0.836414,,,,19.897,-4.40263,-10.4139,-15.6728,22.5909,141.329,292.411,131.413,402.058,394.459,394.459,394.459,53.3226,-46.2291,108.641,210.086,324.046,254.745,81.4992,81.4992,81.4991,-18.3503,14.2576,99.9961,410.389,135.876,1093.96,185.434,185.434,185.434,-17.2336,0,0,-20.4692,-5.35216,32.0918,0.0262493,0.0114249,0.00507842,10.3189,-1.48416e-15,-5.95289,0,0,0.014125,8.71272,-22.0748,83.4367,558.546,269.458,769.094,350.513,350.513,350.513,54.2304,-51.459,69.1124,648.822,400.351,286.572,246.616,246.616,246.616,-69.4478,7.89475,-3.39048,,,,,,,37.8056,-12.4608,-14.9221,0.654509,-0.142603,0.252821,-139.459,-48.8745,-6.82696,0,0,-0.0208944,22.8359,-2.15132,-27.25,0.104704,0.103607,0.0749005,-8.3316,2.90549,-8.26007,0,0,-0.0167417,,,,19.897,4.40263,10.4139,-7.8342,-6.78927,55.663,624.795,243.785,364.608,392.679,392.679,392.679,54.2304,-51.459,69.1124,653.684,477.189,257.764,82.2055,82.2055,82.2055
395,0,-10.4291,0,0,-12.6432,-6.24168,34.2055,0.0218566,0.121366,-0.173442,32.3022,2.96832e-15,26.6158,0,0,-0.00380543,28.4045,-17.5335,108.981,251.665,272.489,781.289,349.657,349.657,349.657,53.7992,-47.6346,108.394,231.468,269.805,290.645,244.497,244.497,244.497,-58.666,22.2108,-16.635,,,,,,,48.2666,-6.39685,-8.65012,-0.152273,-0.0474671,0.0352636,312.89,179.91,-66.767,0,0,0.362312,47.7884,-0.835728,-31.7819,-0.111151,0.361658,-0.0400851,-72.6587,172.735,18.0826,0,0,-1.21852,,,,19.992,-4.25152,-10.4662,-14.3964,21.2298,141.998,289.52,140.646,393.572,394.267,394.267,394.267,53.7992,-47.6346,108.394,208.137,336.504,250.037,81.4991,81.4992,81.4992,-18.2834,14.4604,100.018,410.742,138.048,1089.39,185.434,185.434,185.434,-17.6095,0,0,-20.9082,-5.34149,32.0354,0.0309414,0.0145879,0.00831578,11.0874,-1.48416e-15,-6.82784,0,0,0.0150513,8.57696,-22.0004,83.7832,558.686,270.83,764.217,350.238,350.238,350.238,54.0279,-51.1297,69.0367,649.122,401.616,280.897,246.616,246.616,246.616,-69.1202,8.10462,-3.40888,,,,,,,37.7642,-12.5766,-14.5481,0.674512,-0.133884,0.217997,-149.849,-51.1622,-6.71517,0,0,-0.0252828,22.6695,-2.05776,-27.5511,0.118642,0.114873,0.0569921,-9.1161,0.143168,-9.28415,0,0,-0.0149542,,,,19.992,4.25152,10.4662,-7.80337,-6.83671,55.6899,625.105,245.521,359.872,392.545,392.545,392.545,54.0279,-51.1297,69.0367,654.01,478.287,251.65,82.2055,82.2055,82.2055
396,0,-10.8632,0,0,-13.3041,-6.41304,35.0161,0.0325807,0.12344,-0.21138,38.0885,-1.48416e-15,30.2041,0,0,0.0107059,28.0822,-17.184,108.969,252.477,272.579,775.926,349.512,349.512,349.512,54.1914,-49.0123,108.231,229.212,281.055,284.481,244.497,244.497,244.497,-59.7496,22.453,-16.4203,,,,,,,47.9084,-6.26168,-8.68075,-0.0311946,-0.0218668,0.158729,310.137,186.691,-65.3465,0,0,0.422229,45.9676,-0.720224,-32.2852,-0.156751,0.393885,0.0499261,-108.407,201.312,19.6261,0,0,-1.57568,,,,20.0702,-4.09841,-10.5054,-13.1189,19.8957,142.71,286.565,149.782,385.1,394.079,394.079,394.079,54.1914,-49.0123,108.231,206.174,348.585,245.098,81.4992,81.4992,81.4992,-18.2033,14.6472,100.027,411.16,140.278,1084.74,185.434,185.434,185.434,-17.9866,0,0,-21.3489,-5.33111,31.9806,0.0353137,0.0170786,0.0107023,11.7398,-7.42081e-16,-7.42454,0,0,0.0159226,8.46449,-21.9141,84.1028,558.802,272.295,759.229,350,350,350,53.8218,-50.785,68.9828,649.388,402.875,275.023,246.616,246.616,246.616,-68.7776,8.30584,-3.40962,,,,,,,37.718,-12.6681,-14.192,0.690252,-0.1242,0.179222,-159.041,-52.1061,-6.42297,0,0,-0.0299008,22.518,-1.99911,-27.8121,0.131885,0.124139,0.039008,-10.4042,-2.08077,-10.0218,0,0,-0.0135571,,,,20.0702,4.09841,10.5054,-7.78606,-6.88213,55.7347,625.432,247.268,354.975,392.472,392.472,392.472,53.8218,-50.785,68.9829,654.277,479.37,245.318,82.2055,82.2055,82.2055
397,0,-11.361,0,0,-14.0674,-6.59533,35.8607,0.0452633,0.124881,-0.245323,43.6526,7.42081e-15,33.5991,0,0,0.0307806,27.7518,-16.8141,108.971,253.279,272.682,770.313,349.506,349.506,349.506,54.4859,-50.3562,108.171,226.953,291.963,278.16,244.497,244.497,244.497,-60.7322,22.8023,-16.2044,,,,,,,47.5135,-6.14676,-8.72758,0.0781877,0.0040692,0.267496,308.132,191.775,-63.6584,0,0,0.474166,44.1572,-0.615535,-32.8471,-0.194788,0.420631,0.12989,-141.364,228.717,20.7883,0,0,-1.89542,,,,20.1307,-3.94396,-10.533,-11.8499,18.5943,143.466,283.566,158.791,376.681,393.895,393.895,393.895,54.4859,-50.3562,108.171,204.21,360.234,239.898,81.4992,81.4992,81.4991,-18.11,14.817,100.026,411.637,142.562,1079.99,185.434,185.434,185.434,-18.3648,0,0,-21.7915,-5.32129,31.9286,0.0392112,0.0187589,0.0118317,12.2217,7.42081e-16,-7.70784,0,0,0.0166431,8.37604,-21.817,84.3905,558.897,273.858,754.125,349.808,349.808,349.808,53.6126,-50.4229,68.9515,649.616,404.127,268.944,246.616,246.616,246.616,-68.4193,8.49887,-3.3913,,,,,,,37.6667,-12.7368,-13.8599,0.701174,-0.112564,0.137501,-166.542,-52.1899,-5.86994,0,0,-0.034857,22.3835,-1.97533,-28.0278,0.143239,0.13154,0.0215945,-12.4586,-3.69362,-10.4275,0,0,-0.0125028,,,,20.1307,3.94396,10.533,-7.78279,-6.92463,55.7977,625.778,249.029,349.914,392.458,392.458,392.458,53.6126,-50.4229,68.9515,654.479,480.436,238.761,82.2055,82.2054,82.2055
398,0,-11.927,0,0,-14.9435,-6.78751,36.7319,0.0595089,0.125338,-0.275539,48.8544,4.45249e-15,36.6346,0,0,0.0569129,27.4203,-16.4305,108.986,254.057,272.828,764.478,349.634,349.634,349.634,54.67,-51.6614,108.231,224.709,302.483,271.668,244.497,244.497,244.497,-61.5997,23.273,-15.9894,,,,,,,47.0898,-6.05159,-8.78954,0.176196,0.0289326,0.362219,306.901,194.423,-61.588,0,0,0.518103,42.3739,-0.521444,-33.4653,-0.226484,0.441738,0.199675,-171.611,254.512,21.4195,0,0,-2.16834,,,,20.1728,-3.7889,-10.5502,-10.5987,17.3309,144.263,280.54,167.641,368.346,393.714,393.714,393.714,54.67,-51.6614,108.231,202.259,371.4,234.404,81.4991,81.4991,81.4991,-18.0035,14.9688,100.016,412.169,144.897,1075.17,185.434,185.434,185.434,-18.7436,0,0,-22.2356,-5.31216,31.8802,0.0423623,0.0197976,0.0115011,12.4628,2.59728e-15,-7.69049,0,0,0.0170556,8.31227,-21.7107,84.6411,558.974,275.529,748.898,349.671,349.671,349.671,53.4002,-50.0424,68.9426,649.803,405.371,262.655,246.616,246.616,246.616,-68.0445,8.68402,-3.3533,,,,,,,37.6103,-12.7844,-13.5581,0.708644,-0.0998641,0.0957169,-172.636,-51.3313,-5.05916,0,0,-0.0398067,22.2684,-1.98601,-28.1929,0.15279,0.136708,0.00638418,-15.269,-4.64502,-10.4938,0,0,-0.0116031,,,,20.1728,3.7889,10.5502,-7.79412,-6.96315,55.8788,626.139,250.805,344.686,392.5,392.5,392.5,53.4002,-50.0424,68.9426,654.612,481.484,231.973,82.2055,82.2055,82.2055
399,0,-12.5647,0,0,-15.9411,-6.98816,37.6205,0.0746243,0.124652,-0.302247,53.5277,0,39.1464,0,0,0.0889841,27.0943,-16.0396,109.013,254.8,273.046,758.446,349.885,349.885,349.885,54.7323,-52.924,108.43,222.498,312.576,264.991,244.497,244.497,244.497,-62.3405,23.8779,-15.777,,,,,,,46.6448,-5.97567,-8.86567,0.260869,0.0516798,0.442295,306.828,194.144,-59.1368,0,0,0.554482,40.6338,-0.437835,-34.1358,-0.252941,0.457445,0.25843,-199.144,278.295,21.3935,0,0,-2.38655,,,,20.196,-3.63394,-10.558,-9.37408,16.1107,145.098,277.506,176.3,360.117,393.538,393.538,393.538,54.7322,-52.924,108.43,200.339,382.042,228.583,81.4992,81.4992,81.4991,-17.8843,15.1022,99.9974,412.75,147.278,1070.25,185.434,185.434,185.434,-19.1222,0,0,-22.6805,-5.30379,31.8358,0.0446175,0.0200068,0.00949477,12.407,-7.42081e-16,-7.35058,0,0,0.0170308,8.27371,-21.597,84.8493,559.04,277.314,743.543,349.599,349.599,349.599,53.1842,-49.6427,68.9558,649.947,406.604,256.155,246.616,246.616,246.616,-67.6529,8.86157,-3.29566,,,,,,,37.5492,-12.8129,-13.2928,0.71289,-0.085392,0.0550869,-177.244,-49.9324,-3.93576,0,0,-0.044446,22.1752,-2.0304,-28.3024,0.16007,0.140065,-0.00637616,-18.8976,-4.93435,-10.1858,0,0,-0.0106316,,,,20.196,3.63394,10.558,-7.8207,-6.99638,55.9775,626.515,252.594,339.289,392.591,392.591,392.591,53.1842,-49.6428,68.9558,654.673,482.51,224.95,82.2054,82.2055,82.2055
400,0,-13.2759,0,0,-17.0673,-7.19543,38.5163,0.0903228,0.122472,-0.325722,57.57,1.48416e-15,40.9342,0,0,0.126606,26.7801,-15.6476,109.05,255.497,273.365,752.243,350.25,350.25,350.25,54.6626,-54.1409,108.781,220.339,322.206,258.112,244.497,244.497,244.498,-62.9451,24.6272,-15.568,,,,,,,46.1864,-5.91837,-8.95473,0.331022,0.0707526,0.507242,308.198,190.167,-56.2723,0,0,0.583541,38.952,-0.364577,-34.853,-0.275763,0.467813,0.306072,-224.168,299.573,20.5536,0,0,-2.54513,,,,20.2003,-3.47984,-10.5575,-8.18426,14.9387,145.968,274.48,184.738,352.012,393.365,393.365,393.366,54.6626,-54.1409,108.781,198.466,392.124,222.402,81.4991,81.4992,81.4992,-17.7527,15.2165,99.9724,413.372,149.701,1065.23,185.434,185.434,185.434,-19.4994,0,0,-23.1246,-5.29613,31.7951,0.0457731,0.01946,0.00565488,11.9931,2.59728e-15,-6.71125,0,0,0.0164211,8.26093,-21.4781,85.0097,559.097,279.221,738.052,349.6,349.6,349.6,52.9639,-49.2243,68.9905,650.049,407.824,249.44,246.616,246.616,246.616,-67.2442,9.03142,-3.21936,,,,,,,37.4841,-12.8242,-13.07,0.714276,-0.0696046,0.0164498,-180.294,-47.9591,-2.51489,0,0,-0.0481651,22.1069,-2.1076,-28.3513,0.164796,0.141128,-0.0158377,-23.3559,-4.48403,-9.50663,0,0,-0.00930186,,,,20.2003,3.47984,10.5575,-7.86336,-7.02272,56.0932,626.903,254.394,333.72,392.729,392.729,392.728,52.9638,-49.2243,68.9905,654.665,483.511,217.693,82.2055,82.2055,82.2055
401,0,-14.0604,0,0,-18.3265,-7.40707,39.4081,0.105923,0.118429,-0.346298,60.8457,1.48416e-15,41.7958,0,0,0.16848,26.4833,-15.2607,109.096,256.138,273.809,745.893,350.713,350.713,350.713,54.4532,-55.3093,109.294,218.252,331.345,251.017,244.497,244.497,244.498,-63.407,25.5277,-15.3625,,,,,,,45.7217,-5.87906,-9.05536,0.385499,0.0854253,0.558999,311.18,182.028,-53.0412,0,0,0.605188,37.3428,-0.301629,-35.6094,-0.296631,0.473415,0.343566,-246.868,317.903,18.7787,0,0,-2.64135,,,,20.1855,-3.32732,-10.5493,-7.03665,13.8198,146.865,271.479,192.926,344.039,393.199,393.199,393.199,54.4532,-55.3093,109.294,196.661,401.618,215.837,81.4992,81.4992,81.4992,-17.6094,15.3114,99.9417,414.028,152.161,1060.12,185.434,185.434,185.434,-19.8733,0,0,-23.5656,-5.28901,31.7573,0.0457138,0.0184244,-0.000253431,11.1728,-1.8552e-15,-5.83073,0,0,0.015116,8.27443,-21.356,85.1169,559.151,281.258,732.421,349.679,349.679,349.679,52.7379,-48.7886,69.0454,650.109,409.024,242.513,246.616,246.616,246.616,-66.8189,9.19315,-3.12618,,,,,,,37.416,-12.8204,-12.8955,0.713357,-0.0522265,-0.017658,-181.773,-45.8522,-0.764575,0,0,-0.0504291,22.0668,-2.21652,-28.3353,0.166327,0.14021,-0.0207125,-28.7467,-3.40549,-8.49361,0,0,-0.00730232,,,,20.1855,3.32732,10.5493,-7.92307,-7.04031,56.2249,627.297,256.202,327.981,392.906,392.906,392.906,52.7379,-48.7886,69.0453,654.592,484.48,210.202,82.2055,82.2055,82.2055
402,0,-14.9158,0,0,-19.7197,-7.62046,40.2844,0.121063,0.112334,-0.363991,63.2729,2.96832e-15,41.5663,0,0,0.212606,26.209,-14.8842,109.15,256.718,274.403,739.417,351.26,351.26,351.26,54.0987,-56.4266,109.975,216.257,339.969,243.694,244.497,244.497,244.497,-63.7228,26.5823,-15.1592,,,,,,,45.2576,-5.85689,-9.16584,0.422986,0.094722,0.597843,315.816,169.35,-49.5149,0,0,0.618993,35.8189,-0.248939,-36.3962,-0.316727,0.47461,0.371419,-267.338,332.811,15.9996,0,0,-2.67394,,,,20.1517,-3.17708,-10.5341,-5.93786,12.7594,147.781,268.518,200.838,336.202,393.041,393.041,393.042,54.0987,-56.4266,109.975,194.945,410.503,208.869,81.4992,81.4992,81.4992,-17.4548,15.3866,99.906,414.711,154.654,1054.9,185.434,185.434,185.434,-20.2414,0,0,-23.9999,-5.28216,31.7209,0.0443807,0.0167135,-0.00804152,9.90818,-7.42081e-16,-4.72237,0,0,0.0130872,8.3148,-21.2332,85.1656,559.206,283.433,726.644,349.842,349.842,349.842,52.5051,-48.3383,69.1193,650.131,410.198,235.378,246.616,246.616,246.616,-66.3778,9.3458,-3.0187,,,,,,,37.3465,-12.8039,-12.7751,0.710701,-0.0348602,-0.0472585,-181.88,-43.2082,1.25773,0,0,-0.0506239,22.0584,-2.35595,-28.2499,0.165204,0.137,-0.0213557,-34.83,-1.6463,-7.14601,0,0,-0.00409088,,,,20.1517,3.17708,10.5341,-8.00101,-7.04705,56.3716,627.695,258.011,322.07,393.117,393.117,393.118,52.5051,-48.3382,69.1193,654.46,485.411,202.484,82.2055,82.2054,82.2054
