Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,
,,Id_5:LPelvisAngles_M,,,Id_5:LHipAngles_M,,,Id_5:LKneeAngles_M,,,Id_5:LAnkleAngles_M,,,Id_5:RPelvisAngles_M,,,Id_5:RHipAngles_M,,,Id_5:RKneeAngles_M,,,Id_5:RAnkleAngles_M,,
639,0,11.3207,-2.26724,6.94709,34.5627,-8.21257,-16.811,100.457,-9.99951,-18.3888,-0.100937,-4.24481,18.6716,11.3207,2.26724,-6.94709,29.0737,6.18524,-13.4214,40.6189,-7.5577,3.23686,19.4202,-2.86947,9.98146
640,0,11.4238,-2.26945,6.79351,36.4862,-8.14876,-16.4651,100.34,-9.93004,-18.4655,0.517146,-4.2697,18.7802,11.4238,2.26945,-6.79351,27.671,5.93883,-13.967,39.8563,-7.6585,2.93642,20.0952,-3.12405,10.8871
641,0,11.4882,-2.23273,6.59628,38.3069,-7.99535,-16.1838,100.018,-9.90722,-18.4934,1.13387,-4.26506,18.76,11.4882,2.23273,-6.59628,26.1653,5.63522,-14.3898,38.9718,-7.6363,2.64502,20.6582,-3.35576,11.7065
642,0,11.517,-2.16409,6.35593,40.0175,-7.75945,-15.974,99.4937,-9.93604,-18.4855,1.74273,-4.23382,18.6236,11.517,2.16409,-6.35593,24.5691,5.28707,-14.6876,37.9801,-7.49236,2.35328,21.0928,-3.56206,12.4318
643,0,11.5141,-2.06932,6.07267,41.6113,-7.44644,-15.8316,98.7665,-10.0123,-18.4442,2.3416,-4.17782,18.3786,11.5141,2.06932,-6.07267,22.894,4.90559,-14.8629,36.8932,-7.23272,2.04059,21.3824,-3.74495,13.0713
644,0,11.4836,-1.95464,5.74717,43.0825,-7.06301,-15.7636,97.8365,-10.1443,-18.3781,2.92267,-4.10115,18.0419,11.4836,1.95464,-5.74717,21.1506,4.50229,-14.9249,35.7194,-6.86899,1.67595,21.5139,-3.91158,13.651
645,0,11.4289,-1.82548,5.38033,44.4242,-6.61438,-15.7606,96.7024,-10.3249,-18.2884,3.48177,-4.00719,17.6274,11.4289,1.82548,-5.38033,19.3477,4.088,-14.8859,34.465,-6.41599,1.22674,21.4752,-4.07109,14.2032
646,0,11.3532,-1.68503,4.97239,45.6303,-6.10469,-15.8264,95.3629,-10.5597,-18.1756,4.01202,-3.90003,17.1524,11.3532,1.68503,-4.97239,17.4939,3.67103,-14.7634,33.135,-5.89207,0.657026,21.2571,-4.23564,14.7698
647,0,11.2599,-1.53666,4.52499,46.6931,-5.5374,-15.9408,93.8134,-10.8302,-18.0269,4.50976,-3.78158,16.6244,11.2599,1.53666,-4.52499,15.5964,3.26012,-14.5748,31.7322,-5.31566,-0.0644386,20.8513,-4.41726,15.3918
648,0,11.1513,-1.38211,4.03855,47.6083,-4.91586,-16.1087,92.0543,-11.1431,-17.8428,4.97039,-3.65659,16.0641,11.1513,1.38211,-4.03855,13.6621,2.86164,-14.3415,30.2603,-4.7065,-0.968438,20.2506,-4.62964,16.1141
649,0,11.0292,-1.22255,3.51476,48.3689,-4.2428,-16.316,90.0809,-11.485,-17.6106,5.39062,-3.52764,15.4826,11.0292,1.22255,-3.51476,11.6971,2.48117,-14.0861,28.7229,-4.08409,-2.0749,19.4473,-4.8851,16.9758
650,0,10.8956,-1.05833,2.95542,48.9692,-3.52064,-16.5413,87.8896,-11.8342,-17.3149,5.76795,-3.39634,14.887,10.8956,1.05833,-2.95542,9.70858,2.12279,-13.8325,27.126,-3.46698,-3.39328,18.4338,-5.19439,18.0081
651,0,10.7517,-0.888958,2.36239,49.4081,-2.75238,-16.7827,85.4832,-12.1881,-16.9654,6.10333,-3.26972,14.3094,10.7517,0.888958,-2.36239,7.70367,1.78915,-13.6067,25.4776,-2.87302,-4.92778,17.201,-5.5687,19.2408
652,0,10.5993,-0.714609,1.73942,49.6816,-1.94224,-17.0158,82.8597,-12.5206,-16.5461,6.39741,-3.14849,13.7536,10.5993,0.714609,-1.73942,5.69022,1.48309,-13.432,23.7879,-2.31681,-6.66399,15.7358,-6.01448,20.684
653,0,10.4399,-0.534373,1.08935,49.7896,-1.09462,-17.2318,80.0219,-12.8199,-16.0622,6.652,-3.03776,13.2435,10.4399,0.534373,-1.08935,3.67814,1.20554,-13.3332,22.0708,-1.81107,-8.57578,14.0221,-6.53562,22.3355
654,0,10.2753,-0.347887,0.417084,49.736,-0.216457,-17.4244,76.9791,-13.0761,-15.5319,6.87218,-2.94476,12.8134,10.2753,0.347887,-0.417084,1.67856,0.957349,-13.3319,20.3435,-1.36544,-10.6282,12.0389,-7.1332,24.1802
655,0,10.1083,-0.154798,-0.272075,49.5243,0.685194,-17.5695,73.7402,-13.2609,-14.9603,7.062,-2.87216,12.4766,10.1083,0.154798,0.272075,-0.295255,0.738306,-13.4447,18.626,-0.984759,-12.7718,9.76048,-7.80125,26.1783
656,0,9.94135,0.0445433,-0.972296,49.1636,1.60109,-17.6705,70.3206,-13.3738,-14.3769,7.22674,-2.82847,12.2735,9.94135,-0.0445433,0.972296,-2.2276,0.547588,-13.6857,16.9423,-0.671369,-14.9541,7.1574,-8.5298,28.2784
657,0,9.7772,0.249836,-1.67678,48.662,2.52049,-17.7267,66.7361,-13.4077,-13.7921,7.36996,-2.81735,12.2218,9.7772,-0.249836,1.67678,-4.10254,0.382975,-14.0621,15.3179,-0.423228,-17.1162,4.20006,-9.3001,30.4083
658,0,9.61914,0.459782,-2.37852,48.0328,3.43277,-17.7206,63.0113,-13.3424,-13.2366,7.49797,-2.84384,12.345,9.61914,-0.459782,2.37852,-5.90094,0.241795,-14.5749,13.7818,-0.236404,-19.2011,0.864985,-10.0857,32.4843
659,0,9.46999,0.672665,-3.06989,47.2922,4.32542,-17.6709,59.1736,-13.1904,-12.7369,7.61663,-2.91462,12.6737,9.46999,-0.672665,3.06989,-7.60371,0.120327,-15.22,12.3638,-0.105792,-21.1553,-2.85517,-10.8524,34.4175
660,0,9.33329,0.885907,-3.74374,46.4552,5.18686,-17.5701,55.2506,-12.9412,-12.3052,7.73353,-3.0302,13.2086,9.33329,-0.885907,3.74374,-9.19167,0.0145677,-15.9856,11.0934,-0.0256142,-22.9254,-6.93762,-11.5565,36.1137
661,0,9.20946,1.09681,-4.39224,45.5394,6.00494,-17.4335,51.277,-12.6047,-11.9614,7.8554,-3.19424,13.9637,9.20946,-1.09681,4.39224,-10.6482,-0.0804169,-16.8549,10.0012,0.00796019,-24.47,-11.3189,-12.155,37.4971
662,0,9.10216,1.30238,-5.00858,44.5659,6.76948,-17.2665,47.2892,-12.1839,-11.7227,7.98963,-3.40828,14.9413,9.10216,-1.30238,5.00858,-11.9548,-0.169562,-17.8044,9.11579,-0.00365342,-25.7536,-15.886,-12.6095,38.5126
663,0,9.01106,1.49838,-5.58674,43.5512,7.47123,-17.0893,43.3202,-11.6937,-11.5831,8.14047,-3.67052,16.1267,9.01106,-1.49838,5.58674,-13.0995,-0.25622,-18.8061,8.4622,-0.0614985,-26.7474,-20.4808,-12.8956,39.1367
664,0,8.93459,1.6816,-6.12099,42.513,8.10427,-16.9025,39.4096,-11.1382,-11.5572,8.31506,-3.9806,17.5098,8.93459,-1.6816,6.12099,-14.0729,-0.344083,-19.8269,8.06282,-0.170098,-27.4346,-24.9228,-13.0099,39.3828
665,0,8.87131,1.84879,-6.60655,41.4684,8.66527,-16.7275,35.5918,-10.5365,-11.6356,8.51546,-4.33547,19.0666,8.87131,-1.84879,6.60655,-14.8686,-0.435769,-20.8332,7.93502,-0.336311,-27.8063,-29.0328,-12.9697,39.2964
666,0,8.81872,1.99657,-7.04101,40.4305,9.15475,-16.5603,31.9001,-9.89634,-11.8089,8.7415,-4.72833,20.7558,8.81872,-1.99657,7.04101,-15.4838,-0.532168,-21.7931,8.09151,-0.568131,-27.8621,-32.6621,-12.8062,38.9429
667,0,8.77022,2.1237,-7.42111,39.4094,9.57602,-16.404,28.3681,-9.23333,-12.0782,8.99231,-5.15473,22.5464,8.77022,-2.1237,7.42111,-15.9229,-0.634673,-22.675,8.53946,-0.87317,-27.6145,-35.7088,-12.5574,38.3978
668,0,8.72443,2.22526,-7.74616,38.4168,9.93263,-16.2568,25.0223,-8.56496,-12.4262,9.26164,-5.60586,24.3902,8.72443,-2.22526,7.74616,-16.1883,-0.739968,-23.4524,9.28058,-1.2566,-27.079,-38.1138,-12.258,37.7299
669,0,8.67394,2.3034,-8.01593,37.4564,10.2337,-16.1042,21.892,-7.90484,-12.8409,9.54324,-6.06964,26.23,8.67394,-2.3034,8.01593,-16.2916,-0.849834,-24.1085,10.3128,-1.72048,-26.2794,-39.8615,-11.9359,36.9968
670,0,8.61286,2.357,-8.231,36.5329,10.4853,-15.9422,18.9955,-7.27285,-13.3169,9.82381,-6.53858,28.0314,8.61286,-2.357,8.231,-16.2463,-0.962014,-24.6263,11.6281,-2.26059,-25.2433,-40.9596,-11.6078,36.2344
671,0,8.53841,2.38384,-8.39242,35.6511,10.6926,-15.7543,16.3541,-6.68631,-13.8335,10.0931,-6.99779,29.7374,8.53841,-2.38384,8.39242,-16.0644,-1.07371,-25.002,13.216,-2.86893,-23.9991,-41.44,-11.2818,35.461
672,0,8.44295,2.38806,-8.50183,34.8084,10.8638,-15.5233,13.9835,-6.15908,-14.3713,10.3335,-7.43041,31.2919,8.44295,-2.38806,8.50183,-15.7658,-1.18713,-25.2349,15.0626,-3.5315,-22.5746,-41.3426,-10.9561,34.6723
673,0,8.32668,2.36753,-8.56085,34.0081,11.0015,-15.2305,11.8949,-5.70437,-14.9107,10.5291,-7.8191,32.645,8.32668,-2.36753,8.56085,-15.363,-1.29994,-25.3312,17.1498,-4.23142,-20.9999,-40.7265,-10.6232,33.8491
674,0,8.18602,2.32519,-8.57241,33.2502,11.1108,-14.8811,10.0972,-5.33684,-15.4249,10.6633,-8.15066,33.7669,8.18602,-2.32519,8.57241,-14.8738,-1.4136,-25.3017,19.457,-4.94959,-19.3077,-39.663,-10.272,32.9624
675,0,8.02308,2.264,-8.53873,32.5355,11.1955,-14.4591,8.59379,-5.05943,-15.8947,10.7152,-8.40788,34.6169,8.02308,-2.264,8.53873,-14.3097,-1.53095,-25.1641,21.961,-5.66808,-17.532,-38.2371,-9.89191,31.9812
676,0,7.83799,2.18199,-8.46294,31.8639,11.2547,-13.97,7.38863,-4.87689,-16.2951,10.6722,-8.58058,35.1777,7.83799,-2.18199,8.46294,-13.6836,-1.6493,-24.9332,24.6348,-6.36909,-15.7152,-36.5483,-9.4751,30.8791
677,0,7.63366,2.08219,-8.34792,31.2356,11.2897,-13.417,6.48085,-4.78452,-16.6095,10.5208,-8.66137,35.4374,7.63366,-2.08219,8.34792,-13.0052,-1.77112,-24.6269,27.4503,-7.03764,-13.9005,-34.6949,-9.01892,29.6417
678,0,7.4127,1.96721,-8.19761,30.6498,11.3015,-12.8151,5.86756,-4.77593,-16.8242,10.2543,-8.65034,35.402,7.4127,-1.96721,8.19761,-12.283,-1.89824,-24.2642,30.3788,-7.66237,-12.1337,-32.7719,-8.52717,28.271
679,0,7.18419,1.83686,-8.01549,30.1114,11.288,-12.1821,5.53902,-4.83856,-16.9342,9.86832,-8.55442,35.0933,7.18419,-1.83686,8.01549,-11.5181,-2.0305,-23.8569,33.3913,-8.23249,-10.4601,-30.8615,-8.00795,26.7826
680,0,6.95269,1.69416,-7.80551,29.6203,11.2491,-11.5417,5.4849,-4.95778,-16.9419,9.3636,-8.3857,34.5443,6.95269,-1.69416,7.80551,-10.7142,-2.17028,-23.4192,36.4611,-8.74177,-8.92029,-29.0265,-7.47391,25.2078
681,0,6.72511,1.54135,-7.57225,29.1789,11.1842,-10.9198,5.69663,-5.11852,-16.8403,8.74969,-8.15497,33.7813,6.72511,-1.54135,7.57225,-9.87194,-2.31921,-22.9602,39.5633,-9.18435,-7.5419,-27.3044,-6.93698,23.5803
682,0,6.50913,1.38575,-7.32139,28.7899,11.0982,-10.3457,6.15761,-5.30565,-16.6368,8.0414,-7.87864,32.8486,6.50913,-1.38575,7.32139,-8.9898,-2.48404,-22.4892,42.6769,-9.55697,-6.34617,-25.7171,-6.40936,21.939
683,0,6.31521,1.22845,-7.0576,28.4599,10.9904,-9.84177,6.85413,-5.50607,-16.3318,7.25944,-7.56861,31.7777,6.31521,-1.22845,7.0576,-8.06171,-2.66593,-22.0128,45.7838,-9.85885,-5.33789,-24.2658,-5.90028,20.3169
684,0,6.14587,1.07552,-6.7859,28.1878,10.8648,-9.42844,7.76679,-5.70904,-15.9331,6.43463,-7.2378,30.6061,6.14587,-1.07552,6.7859,-7.08828,-2.86991,-21.5349,48.8695,-10.0897,-4.51089,-22.9404,-5.41599,18.7401
685,0,6.01425,0.931889,-6.51312,27.9837,10.7278,-9.11612,8.88347,-5.90842,-15.4318,5.60858,-6.8904,29.3436,6.01425,-0.931889,6.51312,-6.05788,-3.10101,-21.0619,51.9228,-10.2526,-3.8504,-21.7245,-4.96068,17.2292
686,0,5.92199,0.80348,-6.24551,27.8462,10.5861,-8.9063,10.1868,-6.09985,-14.827,4.83179,-6.53118,28.0034,5.92199,-0.80348,6.24551,-4.96908,-3.36366,-20.5982,54.935,-10.3518,-3.3343,-20.5977,-4.53623,15.7971
687,0,5.87377,0.696889,-5.98956,27.7777,10.4488,-8.79179,11.6611,-6.28166,-14.1136,4.15895,-6.1614,26.5872,5.87377,-0.696889,5.98956,-3.81658,-3.66315,-20.1476,57.8984,-10.3928,-2.93754,-19.5399,-4.14311,14.4516
688,0,5.87228,0.617548,-5.75195,27.7779,10.3258,-8.75529,13.2953,-6.45404,-13.2763,3.64954,-5.77719,25.0766,5.87228,-0.617548,5.75195,-2.5951,-4.00316,-19.7134,60.8078,-10.3825,-2.63292,-18.5335,-3.78052,13.1953
689,0,5.9197,0.572042,-5.54001,27.8458,10.2298,-8.77576,15.0734,-6.61834,-12.3108,3.34995,-5.37739,23.463,5.9197,-0.572042,5.54001,-1.29912,-4.38834,-19.2989,63.6593,-10.3282,-2.39495,-17.5629,-3.4472,12.0285
690,0,6.01242,0.567169,-5.35898,27.9741,10.1734,-8.83348,16.9784,-6.77603,-11.2143,3.29356,-4.96087,21.7379,6.01242,-0.567169,5.35898,0.0716679,-4.82293,-18.9046,66.4484,-10.2375,-2.20136,-16.6197,-3.14174,10.9498
691,0,6.14788,0.609669,-5.21459,28.1547,10.1705,-8.90971,18.987,-6.92945,-10.0043,3.49084,-4.53125,19.913,6.14788,-0.609669,5.21459,1.51958,-5.31179,-18.5316,69.1724,-10.1183,-2.03157,-15.6965,-2.86242,9.9563
692,0,6.32106,0.706083,-5.11085,28.3761,10.2329,-8.99726,21.0701,-7.08138,-8.70908,3.93263,-4.09608,18.0195,6.32106,-0.706083,5.11085,3.04488,-5.85963,-18.1766,71.8287,-9.97686,-1.86925,-14.7893,-2.60758,9.04429
693,0,6.5259,0.861926,-5.05029,28.6226,10.3708,-9.09445,23.1909,-7.23518,-7.37464,4.59247,-3.66673,16.1097,6.5259,-0.861926,5.05029,4.64687,-6.47067,-17.8346,74.4143,-9.81866,-1.70147,-13.8956,-2.37575,8.21044
694,0,6.75518,1.0826,-5.03422,28.8748,10.5916,-9.20833,25.3077,-7.39397,-6.05239,5.43527,-3.25611,14.2472,6.75518,-1.0826,5.03422,6.32241,-7.14934,-17.4999,76.925,-9.64945,-1.51444,-13.0156,-2.16462,7.44786
695,0,7.00177,1.37073,-5.06162,29.1111,10.8974,-9.35219,27.3766,-7.56153,-4.79509,6.42246,-2.87753,12.5016,7.00177,-1.37073,5.06162,8.06866,-7.89758,-17.1616,79.3568,-9.47141,-1.3033,-12.1496,-1.97324,6.75424
696,0,7.25853,1.72541,-5.13027,29.3075,11.2846,-9.53806,29.3525,-7.74091,-3.6457,7.51638,-2.5416,10.9321,7.25853,-1.72541,5.13027,9.88095,-8.71359,-16.81,81.7029,-9.28749,-1.06584,-11.2998,-1.80081,6.1275
697,0,7.5192,2.1428,-5.23748,29.4396,11.7452,-9.77868,31.1925,-7.93523,-2.63459,8.68196,-2.25659,9.58702,7.5192,-2.1428,5.23748,11.7542,-9.59203,-16.4347,83.9556,-9.09894,-0.798926,-10.4668,-1.64555,5.56185
698,0,7.78036,2.61295,-5.37812,29.4863,12.2629,-10.0837,32.8593,-8.14718,-1.77441,9.88924,-2.02694,8.49509,7.78036,-2.61295,5.37812,13.685,-10.5209,-16.0258,86.1055,-8.90625,-0.509434,-9.65273,-1.50754,5.05808
699,0,8.03827,3.12164,-5.54661,29.4273,12.8165,-10.4555,34.3217,-8.37715,-1.05938,11.111,-1.85291,7.66338,8.03827,-3.12164,5.54661,15.6674,-11.4817,-15.5751,88.141,-8.70927,-0.205833,-8.85804,-1.3864,4.61525
700,0,8.29153,3.65151,-5.7358,29.2474,13.3813,-10.8952,35.5561,-8.62686,-0.468072,12.3268,-1.73195,7.08328,8.29153,-3.65151,5.7358,17.6965,-12.4517,-15.0768,90.0495,-8.50648,0.10378,-8.08239,-1.28105,4.22964
701,0,8.53775,4.18205,-5.93614,28.934,13.9288,-11.3959,36.5481,-8.89333,0.03059,13.5202,-1.65818,6.72878,8.53775,-4.18205,5.93614,19.765,-13.4018,-14.5281,91.818,-8.29774,0.409523,-7.32425,-1.19007,3.89632
702,0,8.77426,4.69325,-6.13749,28.4786,14.4317,-11.9493,37.2918,-9.17346,0.470721,14.6798,-1.62493,6.56878,8.77426,-4.69325,6.13749,21.8629,-14.3028,-13.9279,93.4318,-8.07989,0.705739,-6.58233,-1.11073,3.60545
703,0,8.99778,5.16754,-6.32773,27.8771,14.8666,-12.5424,37.7887,-9.4602,0.878978,15.7969,-1.62531,6.57065,8.99778,-5.16754,6.32773,23.9791,-15.1259,-13.2808,94.8773,-7.8539,0.985603,-5.8539,-1.0402,3.34669
704,0,9.20304,5.58913,-6.49536,27.1284,15.2135,-13.1605,38.0468,-9.74401,1.26684,16.865,-1.65459,6.71152,9.20304,-5.58913,6.49536,26.0992,-15.844,-12.593,96.1419,-7.61831,1.25142,-5.13671,-0.973422,3.10156
705,0,9.38449,5.94716,-6.62882,26.2353,15.4597,-13.788,38.0793,-10.0141,1.64034,17.8792,-1.70772,6.96691,9.38449,-5.94716,6.62882,28.2071,-16.4355,-11.8743,97.2138,-7.37323,1.49943,-4.42982,-0.906986,2.85757
706,0,9.53767,6.23422,-6.71796,25.2052,15.5981,-14.4081,37.9034,-10.2573,1.99274,18.8348,-1.78101,7.31872,9.53767,-6.23422,6.71796,30.2875,-16.8832,-11.1375,98.0836,-7.12057,1.73206,-3.73146,-0.836294,2.59784
707,0,9.65876,6.4454,-6.75595,24.0488,15.6266,-15.0027,37.5393,-10.4601,2.30945,19.7263,-1.87168,7.75323,9.65876,-6.4454,6.75595,32.3248,-17.1761,-10.3974,98.7434,-6.86081,1.94554,-3.04463,-0.758978,2.31364
708,0,9.74623,6.58016,-6.73747,22.7814,15.5497,-15.556,37.0108,-10.6115,2.57884,20.5489,-1.97566,8.25041,9.74623,-6.58016,6.73747,34.3063,-17.3093,-9.67049,99.1898,-6.59779,2.13089,-2.36858,-0.674478,2.0029
709,0,9.80079,6.6385,-6.66136,21.4202,15.3746,-16.0483,36.3417,-10.7006,2.78063,21.2968,-2.09015,8.79633,9.80079,-6.6385,6.66136,36.2195,-17.2825,-8.97391,99.4193,-6.33404,2.27227,-1.70755,-0.584876,1.67327
710,0,9.82677,6.62272,-6.52789,19.9855,15.112,-16.462,35.5553,-10.7198,2.90407,21.9614,-2.2103,9.36746,9.82677,-6.62272,6.52789,38.0568,-17.0995,-8.32401,99.431,-6.07404,2.34697,-1.06501,-0.494599,1.34103
711,0,9.82958,6.535,-6.34025,18.4967,14.7725,-16.7816,34.6743,-10.6652,2.93606,22.5358,-2.33253,9.94652,9.82958,-6.535,6.34025,39.8104,-16.7675,-7.73769,99.2243,-5.8229,2.32625,-0.444841,-0.410589,1.03177
712,0,9.81766,6.37879,-6.10269,16.9733,14.3678,-16.9941,33.7163,-10.5359,2.86791,23.0092,-2.45334,10.5168,9.81766,-6.37879,6.10269,41.4758,-16.2963,-7.22783,98.7997,-5.58536,2.1825,0.149517,-0.340352,0.773171
713,0,9.79979,6.15769,-5.82065,15.4319,13.9082,-17.0928,32.6961,-10.3354,2.69363,23.3721,-2.5703,11.0669,9.79979,-6.15769,5.82065,43.05,-15.6977,-6.81149,98.1573,-5.37262,1.88646,0.713207,-0.292513,0.597015
714,0,9.78534,5.87531,-5.50006,13.8864,13.403,-17.0745,31.6236,-10.0695,2.41559,23.6127,-2.68088,11.585,9.78534,-5.87531,5.50006,44.5297,-14.9848,-6.49559,97.2974,-5.18848,1.4213,1.24465,-0.273881,0.528403
715,0,9.78269,5.53666,-5.14622,12.3469,12.8598,-16.9445,30.505,-9.74608,2.03437,23.7206,-2.78504,12.0713,9.78269,-5.53666,5.14622,45.9134,-14.1718,-6.28911,96.2202,-5.04325,0.773925,1.74003,-0.290969,0.59133
716,0,9.79922,5.1466,-4.76431,10.8217,12.2853,-16.7107,29.3444,-9.37443,1.55341,23.6852,-2.88323,12.5281,9.79922,-5.1466,4.76431,47.1986,-13.2725,-6.19208,94.9259,-4.94069,-0.051134,2.19749,-0.346847,0.797085
717,0,9.84052,4.71099,-4.35895,9.31605,11.6857,-16.3846,28.1447,-8.96425,0.980855,23.4969,-2.97625,12.9592,9.84052,-4.71099,4.35895,48.3834,-12.3011,-6.21075,93.4158,-4.89349,-1.04183,2.61646,-0.443218,1.1519
718,0,9.9101,4.23578,-3.93431,7.83401,11.0659,-15.9822,26.9089,-8.52641,0.320951,23.1479,-3.06685,13.3777,9.9101,-4.23578,3.93431,49.4646,-11.2708,-6.33939,91.6907,-4.90408,-2.1669,2.99599,-0.577703,1.64687
719,0,10.0086,3.72766,-3.49298,6.37719,10.4304,-15.5229,25.6395,-8.07139,-0.426611,22.6327,-3.15976,13.8054,10.0086,-3.72766,3.49298,50.4385,-10.193,-6.5713,89.7536,-4.97632,-3.39382,3.33684,-0.747798,2.27253
720,0,10.1351,3.19233,-3.03794,4.94613,9.78285,-15.0266,24.3409,-7.60971,-1.2571,21.946,-3.25897,14.2602,10.1351,-3.19233,3.03794,51.2967,-9.07904,-6.89998,87.6025,-5.11163,-4.66284,3.63898,-0.944585,2.99567
721,0,10.2864,2.63715,-2.57205,3.54029,9.1281,-14.5186,23.0178,-7.1535,-2.16938,21.0848,-3.37075,14.7705,10.2864,-2.63715,2.57205,52.0345,-7.93956,-7.3141,85.2427,-5.30939,-5.93534,3.90638,-1.1643,3.80186
722,0,10.4577,2.06688,-2.09799,2.15771,8.46792,-14.0227,21.6757,-6.71174,-3.1622,20.0443,-3.5014,15.3638,10.4577,-2.06688,2.09799,52.6432,-6.78309,-7.80691,82.6759,-5.56921,-7.15206,4.14144,-1.39787,4.65722
723,0,10.6425,1.4878,-1.61835,0.795991,7.80623,-13.5664,20.3213,-6.295,-4.23308,18.8223,-3.65812,16.071,10.6425,-1.4878,1.61835,53.114,-5.61863,-8.36143,79.9051,-5.8805,-8.27064,4.34829,-1.64007,5.54185
724,0,10.8339,0.904713,-1.1361,-0.547197,7.14582,-13.1754,18.9625,-5.91136,-5.3722,17.4123,-3.84626,16.9131,10.8339,-0.904713,1.1361,53.4387,-4.45453,-8.96376,76.9355,-6.23235,-9.25124,4.53261,-1.88572,6.43631
725,0,11.0244,0.322271,-0.654198,-1.87376,6.48952,-12.8747,17.6087,-5.56751,-6.57568,15.8099,-4.0729,17.9175,11.0244,-0.322271,0.654198,53.61,-3.2991,-9.59488,73.7744,-6.60661,-10.069,4.7008,-2.13245,7.3314
726,0,11.2064,-0.255674,-0.175809,-3.18504,5.83998,-12.6873,16.2712,-5.26862,-7.82932,14.0078,-4.34253,19.0973,11.2064,0.255674,0.175809,53.6226,-2.16115,-10.2462,70.4333,-6.99196,-10.7159,4.86197,-2.38207,8.23323
727,0,11.3737,-0.8258,0.296372,-4.47965,5.19957,-12.633,14.9633,-5.01749,-9.1217,11.9987,-4.65964,20.4631,11.3737,0.8258,-0.296372,53.4732,-1.04918,-10.8979,66.9255,-7.36336,-11.1929,5.02689,-2.63691,9.1495
728,0,11.5203,-1.38488,0.759303,-5.75559,4.5712,-12.7249,13.7004,-4.81471,-10.4332,9.77417,-5.02515,22.007,11.5203,1.38488,-0.759303,53.159,0.0274069,-11.5354,63.2664,-7.69806,-11.5094,5.20501,-2.90038,10.0917
729,0,11.6416,-1.93028,1.21074,-7.00727,3.95756,-12.9742,12.502,-4.66098,-11.7447,7.32618,-5.439,23.7144,11.6416,1.93028,-1.21074,52.6861,1.05975,-12.1534,59.4847,-7.98089,-11.7049,5.40961,-3.18315,11.0966
730,0,11.7333,-2.45976,1.64842,-8.22839,3.36079,-13.3819,11.389,-4.55368,-13.0337,4.64802,-5.89654,25.5501,11.7333,2.45976,-1.64842,52.0558,2.03963,-12.7397,55.6026,-8.18709,-11.7941,5.65454,-3.48732,12.1695
731,0,11.7939,-2.97161,2.07054,-9.40851,2.7831,-13.9459,10.3859,-4.49248,-14.2761,1.73817,-6.39031,27.4683,11.7939,2.97161,-2.07054,51.2812,2.96043,-13.2831,51.6587,-8.29592,-11.8328,5.95012,-3.82323,13.344
732,0,11.822,-3.46371,2.47463,-10.5363,2.2265,-14.654,9.51956,-4.47598,-15.4443,-1.39849,-6.90668,29.4035,11.822,3.46371,-2.47463,50.3709,3.81657,-13.7725,47.6843,-8.28751,-11.842,6.30504,-4.18992,14.6127
733,0,11.8181,-3.93359,2.85964,-11.5985,1.6937,-15.4868,8.81856,-4.50503,-16.5086,-4.74073,-7.42637,31.2776,11.8181,3.93359,-2.85964,49.344,4.60544,-14.2097,43.7234,-8.15871,-11.8651,6.72806,-4.593,15.9899
734,0,11.7786,-4.37912,3.22332,-12.5857,1.18575,-16.4212,8.31156,-4.58121,-17.4426,-8.24919,-7.92768,33.0156,11.7786,4.37912,-3.22332,48.2138,5.32694,-14.5799,39.8167,-7.89982,-11.9351,7.21899,-5.0302,17.4616
735,0,11.7111,-4.7978,3.56475,-13.4785,0.704119,-17.429,8.0267,-4.70977,-18.2212,-11.8547,-8.387,34.5485,11.7111,4.7978,-3.56475,47.0064,5.98389,-14.8683,36.0057,-7.51019,-12.0763,7.77406,-5.4952,19.0002
736,0,11.6118,-5.18572,3.8829,-14.2707,0.250982,-18.4771,7.98994,-4.89529,-18.8201,-15.4611,-8.78061,35.8175,11.6118,5.18572,-3.8829,45.7391,6.57965,-15.0638,32.3308,-7.0024,-12.3126,8.38207,-5.98195,20.5796
737,0,11.486,-5.53964,4.1768,-14.9492,-0.173608,-19.5333,8.22317,-5.14279,-19.2244,-18.9481,-9.09251,36.7941,11.486,5.53964,-4.1768,44.4403,7.11845,-15.1646,28.8314,-6.40071,-12.66,9.02893,-6.48466,22.1757
738,0,11.3303,-5.85521,4.44571,-15.513,-0.568359,-20.5693,8.74264,-5.45695,-19.4253,-22.1886,-9.31572,37.4777,11.3303,5.85521,-4.44571,43.125,7.60469,-15.1475,25.5375,-5.72474,-13.1281,9.69053,-6.99103,23.7461
739,0,11.1492,-6.12833,4.69018,-15.9561,-0.933273,-21.5567,9.55962,-5.83921,-19.424,-25.0607,-9.4518,37.8882,11.1492,6.12833,-4.69018,41.8195,8.04251,-15.0192,22.4788,-5.01304,-13.7176,10.3474,-7.49583,25.2733
740,0,10.9405,-6.35613,4.90994,-16.2831,-1.2697,-22.4745,10.6784,-6.28714,-19.2283,-27.4649,-9.50985,38.0618,10.9405,6.35613,-4.90994,40.5367,8.43637,-14.76,19.6756,-4.29231,-14.4265,10.9719,-7.98676,26.7209
